CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
3395,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,41,3,1,2,1827.0,1816,199.0,0.734,4273,75,0.541,0.883,5.776e-05,0.99994
3396,Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Blue,36,3,3,4,1724.0,1591,517.0,0.755,4607,71,0.785,0.774,0.00054766,0.99945
3397,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,41,6,3,3,2668.0,1283,1655.0,1.242,1596,28,0.924,0.496,0.0003234,0.99968
3398,Existing Customer,53,M,3,High School,Single,$80K - $120K,Blue,40,4,2,2,16830.0,1584,14976.0,1.359,2377,47,0.853,0.088,0.00011482,0.99989
3399,Existing Customer,50,F,2,Unknown,Single,Less than $40K,Blue,37,3,2,2,2866.0,1218,1259.0,0.872,4814,90,0.767,0.518,0.00012503,0.99987
3400,Attrited Customer,51,F,3,Post-Graduate,Unknown,Unknown,Blue,45,2,4,3,9476.0,0,8580.0,0.311,1936,47,0.054,0.0,0.99742,0.00258136
3401,Existing Customer,53,M,1,Unknown,Single,$80K - $120K,Blue,36,4,3,2,17826.0,794,16245.0,0.524,2523,51,0.479,0.056,0.00022188,0.99978
3402,Existing Customer,48,M,2,Graduate,Married,$40K - $60K,Silver,36,2,1,1,10990.0,0,10800.0,0.756,8771,104,0.878,0.0,3.72e-05,0.99996
3403,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,39,5,3,1,6104.0,1240,4082.0,0.7,1310,24,0.547,0.224,0.00010547,0.99989
3404,Existing Customer,45,F,4,High School,Divorced,Less than $40K,Blue,35,4,4,2,4696.0,0,5975.0,0.656,4020,67,0.523,0.0,0.00021647,0.99978
3405,Existing Customer,50,M,3,College,Married,Unknown,Blue,36,5,2,2,3362.0,2300,1923.0,0.77,4869,84,0.74,0.551,0.00011482,0.99989
3406,Attrited Customer,49,F,3,Doctorate,Single,Less than $40K,Blue,38,6,4,3,7224.0,0,7225.0,0.513,1377,38,0.652,0.0,0.99744,0.00255705
3407,Existing Customer,48,F,3,College,Divorced,Unknown,Blue,39,2,3,2,7700.0,1531,5740.0,0.898,14769,117,0.705,0.198,0.00018146,0.99982
3408,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,36,3,1,4,2074.0,1805,337.0,1.055,2279,65,1.181,0.88,0.00015252,0.99985
3409,Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,6,3,4,27909.0,2517,25164.0,0.445,2450,55,0.52,0.097,0.99792,0.00308933
3410,Attrited Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,42,2,3,5,2569.0,2254,224.0,0.755,2388,47,0.506,0.868,0.99897,0.00103538
3411,Attrited Customer,50,M,2,High School,Single,$120K +,Blue,39,2,3,4,14745.0,219,14731.0,0.544,1075,29,0.66,0.03,0.99812,0.00188386
3412,Existing Customer,44,M,3,College,Divorced,$80K - $120K,Blue,36,6,3,3,7710.0,1749,5107.0,0.791,2211,55,0.667,0.27,0.00030516,0.99969
3413,Attrited Customer,48,M,3,Uneducated,Married,$80K - $120K,Blue,36,4,2,4,16392.0,0,26495.0,0.454,1709,38,0.32,0.0,0.99702,0.00298097
3414,Existing Customer,50,F,0,High School,Married,$40K - $60K,Silver,49,3,1,3,10297.0,627,9897.0,0.73,14692,112,0.766,0.087,7.783e-05,0.99992
3415,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,30,4,3,2,7776.0,1165,6501.0,0.697,3186,74,0.974,0.12,0.00017965,0.99982
3416,Existing Customer,57,M,3,Graduate,Married,$120K +,Blue,52,5,2,0,15764.0,1954,13389.0,0.941,1092,24,0.627,0.115,4.952e-05,0.99995
3417,Existing Customer,49,M,4,High School,Divorced,$80K - $120K,Blue,42,4,1,2,32438.0,0,32123.0,0.806,4453,77,0.756,0.0,5.875e-05,0.99994
3418,Attrited Customer,42,F,3,Graduate,Married,Unknown,Silver,39,1,2,3,34516.0,959,33570.0,0.688,2803,54,0.307,0.026,0.99495,0.00505
3419,Existing Customer,56,F,4,Uneducated,Married,Less than $40K,Blue,46,2,3,2,2188.0,830,1199.0,0.714,4075,84,1.035,0.461,0.00020697,0.99979
3420,Existing Customer,63,F,1,Unknown,Single,Less than $40K,Blue,51,6,3,3,2886.0,1502,1329.0,0.474,1241,35,1.029,0.597,0.00037719,0.99962
3421,Existing Customer,49,F,3,High School,Single,Less than $40K,Blue,48,2,3,2,2370.0,1902,493.0,0.725,4145,77,0.841,0.754,0.00018145,0.99982
3422,Existing Customer,41,F,4,Graduate,Married,Less than $40K,Blue,26,3,3,4,1975.0,1314,530.0,0.669,5391,74,0.861,0.706,0.00054142,0.99946
3423,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,33,3,1,3,9475.0,723,7569.0,0.514,1531,47,0.846,0.057,9.695e-05,0.9999
3424,Attrited Customer,46,F,4,High School,Unknown,Unknown,Blue,41,4,2,3,6390.0,2517,4507.0,0.49,2435,50,0.55,0.304,0.99504,0.00495626
3425,Existing Customer,45,M,4,High School,Married,$40K - $60K,Silver,39,3,2,3,16698.0,1460,15618.0,0.833,14378,29,0.756,0.087,0.00017137,0.99983
3426,Attrited Customer,57,F,3,Graduate,Single,Less than $40K,Blue,34,5,3,2,2095.0,1936,29.0,0.584,2710,40,0.805,0.974,0.99462,0.00538
3427,Existing Customer,34,F,1,Uneducated,Single,Less than $40K,Blue,19,3,3,1,3059.0,2438,1486.0,0.694,5002,94,0.588,0.617,0.00010464,0.9999
3428,Attrited Customer,35,F,0,College,Married,Less than $40K,Blue,18,4,1,2,3659.0,0,3673.0,0.942,9066,75,0.693,0.0,0.98135,0.01264
3429,Existing Customer,31,M,0,Unknown,Married,$60K - $80K,Blue,18,2,3,2,11494.0,2066,9158.0,0.863,14465,114,0.567,0.2,0.00016412,0.99984
3430,Attrited Customer,33,M,4,Uneducated,Married,$120K +,Blue,20,1,2,6,23792.0,0,23802.0,0.609,8456,86,0.9,0.0,0.99807,0.0019338
3431,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,37,5,3,3,3271.0,1620,1934.0,0.694,1348,24,1.32,0.409,0.00034578,0.99965
3432,Existing Customer,60,F,0,Unknown,Single,Less than $40K,Blue,52,4,1,3,1517.0,0,1512.0,0.566,4241,75,0.978,0.0,0.00010437,0.9999
3433,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Silver,34,3,2,2,34516.0,1803,32883.0,0.767,4622,80,0.761,0.067,0.00013235,0.99987
3434,Existing Customer,33,F,3,Uneducated,Single,$40K - $60K,Blue,39,5,3,2,2891.0,2189,827.0,0.565,3449,81,0.704,0.706,0.00019891,0.9998
3435,Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,43,6,3,3,4594.0,1869,2698.0,0.713,4475,76,0.647,0.312,0.00029408,0.99971
3436,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Silver,46,6,2,3,13212.0,0,12081.0,0.768,1525,69,0.94,0.0,0.00014241,0.99986
3437,Existing Customer,41,M,5,Graduate,Single,$80K - $120K,Blue,32,3,2,2,24510.0,1699,23255.0,0.697,7567,81,0.683,0.086,0.00011756,0.99988
3438,Existing Customer,53,F,0,Graduate,Married,$40K - $60K,Blue,30,4,1,2,10244.0,878,8752.0,0.548,4628,81,0.688,0.053,5.775e-05,0.99994
3439,Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue,47,3,3,3,3035.0,2517,743.0,0.768,1642,29,0.874,0.772,0.0003139,0.99969
3440,Existing Customer,41,M,5,Graduate,Married,$80K - $120K,Blue,44,2,2,0,10677.0,2192,9277.0,0.882,8637,103,0.654,0.241,4.889e-05,0.99995
3441,Existing Customer,43,M,4,High School,Married,$120K +,Blue,24,3,2,2,16941.0,0,16930.0,0.829,16772,111,1.077,0.0,0.00011604,0.99988
3442,Existing Customer,46,F,2,Uneducated,Unknown,Unknown,Blue,39,2,1,3,2066.0,1792,779.0,0.681,5080,79,0.531,0.682,9.524e-05,0.9999
3443,Existing Customer,41,M,3,Graduate,Unknown,$60K - $80K,Blue,36,6,3,3,10521.0,1419,8491.0,0.986,4913,75,0.861,0.191,0.0003139,0.99969
3444,Existing Customer,59,M,1,High School,Single,$60K - $80K,Blue,47,4,3,3,4778.0,1828,2646.0,0.513,1531,30,0.26,0.499,0.00027604,0.99972
3445,Existing Customer,26,F,0,Unknown,Single,Less than $40K,Blue,26,4,1,2,1651.0,1819,187.0,1.271,2675,55,1.133,0.928,8.776e-05,0.99991
3446,Existing Customer,45,F,1,High School,Unknown,Less than $40K,Silver,40,1,2,1,16939.0,1240,15183.0,0.612,15555,114,0.724,0.079,9.063e-05,0.99991
3447,Attrited Customer,41,M,3,Graduate,Unknown,$80K - $120K,Blue,30,3,3,1,23674.0,0,23754.0,1.033,8232,54,1.274,0.0,0.99123,0.00877
3448,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,37,5,2,3,2916.0,1759,776.0,0.884,2101,54,1.043,0.665,0.00019751,0.9998
3449,Existing Customer,47,M,3,Uneducated,Divorced,$60K - $80K,Blue,35,6,3,2,12815.0,523,11549.0,0.833,1146,29,0.956,0.037,0.00017386,0.99983
3450,Attrited Customer,60,F,0,Graduate,Married,Less than $40K,Blue,36,2,3,2,2759.0,0,2873.0,0.516,2254,46,0.64,0.0,0.99446,0.00654
3451,Existing Customer,47,M,1,Doctorate,Married,$80K - $120K,Blue,28,3,2,3,2648.0,1741,859.0,1.285,2721,40,0.906,0.676,0.0003347,0.99967
3452,Attrited Customer,51,M,2,Uneducated,Married,$80K - $120K,Blue,46,4,2,1,23700.0,0,23615.0,0.431,1561,44,0.369,0.0,0.98691,0.01309
3453,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,49,1,3,2,21970.0,2125,19350.0,1.619,1371,52,0.829,0.109,0.00015056,0.99985
3454,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,33,6,2,2,16069.0,777,16185.0,0.699,3717,62,0.772,0.053,0.00022524,0.99977
3455,Existing Customer,37,F,4,Graduate,Single,Less than $40K,Blue,27,3,3,3,4189.0,0,4193.0,0.797,2655,61,0.886,0.0,0.00031726,0.99968
3456,Existing Customer,48,F,4,Post-Graduate,Divorced,Less than $40K,Blue,40,4,2,1,2724.0,0,2728.0,1.2,3619,67,0.662,0.0,6.921e-05,0.99993
3457,Existing Customer,50,F,2,High School,Single,Unknown,Blue,31,3,1,1,6866.0,628,5133.0,0.511,4629,84,0.686,0.045,3.321e-05,0.99997
3458,Existing Customer,37,F,2,Unknown,Single,$40K - $60K,Blue,36,4,1,1,3509.0,2517,985.0,0.926,4413,83,0.784,0.757,3.303e-05,0.99997
3459,Existing Customer,59,F,0,High School,Single,$40K - $60K,Blue,53,3,3,0,1491.0,1183,510.0,0.598,4711,74,1.048,0.736,6.986e-05,0.99993
3460,Existing Customer,37,M,2,High School,Single,$80K - $120K,Blue,31,6,3,2,2272.0,1346,1194.0,0.682,2414,51,1.2,0.472,0.00017386,0.99983
3461,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,37,6,2,4,9644.0,2027,7742.0,1.054,4044,51,0.935,0.209,0.00030145,0.9996
3462,Existing Customer,56,M,3,Doctorate,Single,$80K - $120K,Blue,43,3,1,0,20010.0,1744,18518.0,0.536,2443,53,0.477,0.102,7.288e-05,0.99993
3463,Existing Customer,50,M,1,College,Single,$80K - $120K,Blue,37,4,3,3,6242.0,678,5282.0,0.851,4900,82,0.97,0.161,0.00028605,0.99971
3464,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,44,4,3,3,20311.0,1015,19000.0,0.902,3994,75,0.974,0.068,0.00030251,0.9997
3465,Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,28,3,2,3,8971.0,0,8940.0,0.993,2615,43,0.786,0.0,0.99489,0.00511
3466,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,36,2,3,1,14170.0,2136,10030.0,0.614,5117,87,0.764,0.151,0.00011275,0.99989
3467,Existing Customer,41,F,5,Uneducated,Married,Less than $40K,Blue,31,4,2,2,2661.0,1962,850.0,0.711,4376,88,0.68,0.748,0.00011382,0.99989
3468,Existing Customer,36,M,2,High School,Married,$60K - $80K,Blue,36,4,2,2,4629.0,0,4327.0,0.751,3482,60,0.667,0.0,0.00011382,0.99989
3469,Existing Customer,51,F,0,Graduate,Married,$40K - $60K,Blue,46,2,3,2,1854.0,0,1877.0,0.823,4774,90,0.871,0.0,0.00015674,0.99984
3470,Existing Customer,47,F,3,College,Married,$40K - $60K,Blue,43,2,1,3,1961.0,1411,335.0,0.776,4174,73,0.694,0.834,9.344e-05,0.99991
3471,Attrited Customer,32,F,0,Graduate,Unknown,Unknown,Blue,25,4,3,2,4270.0,0,4326.0,0.797,2956,41,0.748,0.0,0.99379,0.00681
3472,Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,33,3,1,2,1438.3,954,768.3,0.883,5010,82,0.712,0.409,5.715e-05,0.99994
3473,Existing Customer,44,F,4,Uneducated,Single,Unknown,Blue,36,4,3,1,11524.0,2489,9072.0,0.47,4446,80,0.634,0.182,0.00011697,0.99988
3474,Existing Customer,43,F,3,Doctorate,Single,Less than $40K,Blue,30,5,3,3,1886.0,0,1686.0,0.884,5370,73,0.825,0.0,0.00037275,0.99963
3475,Existing Customer,54,M,3,High School,Single,$120K +,Blue,43,5,2,3,3276.0,788,3233.0,1.079,4658,93,0.667,0.273,0.0001931,0.99981
3476,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,2,1438.3,873,647.3,0.777,4613,75,0.924,0.597,0.00011937,0.99988
3477,Existing Customer,61,F,1,High School,Unknown,Less than $40K,Blue,36,5,3,1,7290.0,902,6899.0,0.708,4116,78,0.714,0.115,9.828e-05,0.9999
3478,Existing Customer,66,F,0,Uneducated,Single,Unknown,Blue,56,3,3,2,17935.0,811,16410.0,0.748,2755,58,0.661,0.047,0.00015315,0.99985
3479,Existing Customer,45,F,3,Unknown,Unknown,Less than $40K,Silver,31,4,1,2,14143.0,1942,12214.0,0.97,1442,28,0.707,0.115,5.676e-05,0.99994
3480,Existing Customer,55,F,3,Graduate,Married,$40K - $60K,Blue,45,6,4,3,6212.0,968,4916.0,0.648,1473,38,0.375,0.125,0.00034543,0.99965
3481,Existing Customer,39,M,1,Graduate,Married,Less than $40K,Blue,34,6,1,3,5688.0,0,4694.0,0.858,2585,46,0.6,0.0,7.695e-05,0.99992
3482,Existing Customer,50,M,2,Unknown,Single,$60K - $80K,Blue,36,6,2,3,7274.0,1785,5552.0,0.62,3845,66,0.584,0.239,0.00021042,0.99979
3483,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,41,2,2,1,24520.0,1206,23955.0,0.919,7906,106,0.638,0.037,7.476e-05,0.99993
3484,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,29,3,4,1,13071.0,1829,11742.0,0.65,1771,50,0.48,0.165,0.00012356,0.99988
3485,Attrited Customer,43,M,3,Doctorate,Married,$80K - $120K,Blue,36,3,3,1,34516.0,0,34516.0,0.633,2033,39,0.536,0.0,0.99327,0.00673
3486,Attrited Customer,58,F,2,Unknown,Single,Less than $40K,Blue,51,5,5,2,1895.0,955,1060.0,0.734,2259,43,0.533,0.4,0.99522,0.00477176
3487,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,39,3,1,3,34516.0,1580,32695.0,0.701,4060,63,0.888,0.047,9.612e-05,0.9999
3488,Existing Customer,59,F,0,Post-Graduate,Single,Less than $40K,Blue,49,5,1,2,3515.0,2025,716.0,0.696,1919,46,0.909,0.792,7.195e-05,0.99993
3489,Existing Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,24,4,3,1,1811.0,0,1715.0,0.78,3659,69,0.769,0.0,0.00012525,0.99987
3490,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,40,2,4,1,12150.0,1194,11409.0,0.571,4763,85,0.849,0.101,0.00013133,0.99987
3491,Existing Customer,41,F,3,College,Married,$40K - $60K,Blue,35,4,3,3,2775.0,1004,1899.0,0.49,4528,88,0.852,0.296,0.00030516,0.99969
3492,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,41,3,2,4,15540.0,1515,13000.0,0.539,784,24,0.742,0.087,0.00033885,0.99966
3493,Existing Customer,42,M,5,High School,Unknown,$80K - $120K,Blue,32,3,1,0,1438.3,0,1438.3,1.307,4175,82,0.976,0.0,2.099e-05,0.99998
3494,Attrited Customer,49,M,2,Graduate,Divorced,$80K - $120K,Blue,31,4,3,3,14076.0,2517,11764.0,0.876,2694,56,0.761,0.198,0.99693,0.00306743
3495,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,40,5,3,2,2433.0,1416,923.0,0.709,4189,76,0.977,0.559,0.00019572,0.9998
3496,Attrited Customer,44,M,2,Graduate,Divorced,$60K - $80K,Blue,31,2,3,2,11891.0,781,9794.0,0.791,1756,38,0.722,0.072,0.99457,0.00543
3497,Existing Customer,49,F,5,Unknown,Married,Less than $40K,Blue,36,6,3,4,3270.0,2361,796.0,0.817,4814,74,0.431,0.753,0.00058236,0.99942
3498,Attrited Customer,33,M,3,Graduate,Married,$40K - $60K,Blue,28,4,2,3,2618.0,2427,92.0,0.629,944,20,0.231,0.95,0.99499,0.00501
3499,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,42,3,0,3,2817.0,890,1860.0,0.867,4509,62,0.676,0.253,0.00010375,0.9999
3500,Existing Customer,48,M,2,Uneducated,Single,$80K - $120K,Blue,44,1,3,3,30664.0,2513,28378.0,0.498,8576,93,0.626,0.071,0.00031104,0.99969
3501,Existing Customer,53,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,1438.3,682,700.3,0.701,4617,71,0.756,0.452,0.00019863,0.9998
3502,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,42,6,3,2,1470.0,1576,286.0,0.92,4312,77,0.773,0.892,0.00017486,0.99983
3503,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,38,2,2,1,1438.3,0,1438.3,0.69,4498,78,0.824,0.0,7.869e-05,0.99992
3504,Existing Customer,52,F,4,Unknown,Married,Unknown,Blue,35,6,1,4,3148.0,2096,1004.0,0.738,1309,35,0.395,0.665,0.00019335,0.99981
3505,Attrited Customer,41,F,2,Graduate,Single,Unknown,Blue,28,4,2,6,4141.0,0,3355.0,0.608,1832,58,0.5,0.0,0.99708,0.0009164
3506,Existing Customer,43,M,3,High School,Married,$120K +,Silver,33,3,3,0,34516.0,1450,33416.0,0.729,2635,71,0.756,0.045,6.312e-05,0.99994
3507,Attrited Customer,42,F,2,Post-Graduate,Single,Less than $40K,Blue,30,3,3,1,1716.0,1549,571.0,0.602,2167,45,0.488,0.706,0.99224,0.00776
3508,Existing Customer,58,F,3,Uneducated,Divorced,Less than $40K,Blue,50,5,5,2,5386.0,1923,3883.0,0.462,4508,71,0.746,0.341,0.00021773,0.99978
3509,Existing Customer,36,F,3,High School,Married,Unknown,Blue,36,5,1,1,17904.0,1717,15672.0,0.669,1851,29,0.838,0.107,3.35e-05,0.99997
3510,Existing Customer,41,F,3,High School,Single,Less than $40K,Blue,37,4,1,1,2858.0,1326,1692.0,0.777,4368,84,0.941,0.472,3.351e-05,0.99997
3511,Existing Customer,45,M,3,Unknown,Single,$120K +,Blue,37,6,1,1,23359.0,0,23207.0,0.84,3938,53,0.648,0.0,3.881e-05,0.99996
3512,Existing Customer,49,F,5,Graduate,Unknown,Less than $40K,Blue,36,5,2,3,2214.0,1483,1221.0,0.709,4901,69,0.965,0.582,0.00020246,0.9998
3513,Attrited Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,2,3,1438.3,0,1438.3,0.499,2066,48,0.848,0.0,0.9949,0.0051
3514,Existing Customer,47,M,2,Unknown,Divorced,$80K - $120K,Silver,32,4,3,3,34516.0,0,34516.0,1.027,3435,51,1.015,0.0,0.00030104,0.9997
3515,Existing Customer,43,M,1,Unknown,Single,$120K +,Blue,35,6,3,2,22615.0,1522,20337.0,0.965,1443,49,0.68,0.098,0.00016013,0.99984
3516,Existing Customer,27,M,0,Graduate,Married,$60K - $80K,Blue,36,4,1,3,7247.0,848,6321.0,1.353,2238,71,0.828,0.067,8.763e-05,0.99991
3517,Attrited Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,40,1,4,4,20692.0,2517,28533.0,0.557,2424,54,0.667,0.127,0.99803,0.00196627
3518,Existing Customer,61,F,0,College,Single,Less than $40K,Blue,54,3,3,2,4862.0,2480,2033.0,0.604,5054,74,0.647,0.403,0.00015008,0.99985
3519,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,35,3,1,3,30210.0,1553,31713.0,0.612,3091,55,0.5,0.064,9.615e-05,0.9999
3520,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,36,4,3,2,5231.0,1333,4735.0,0.769,4352,74,0.749,0.245,0.00017535,0.99982
3521,Existing Customer,47,M,4,Uneducated,Married,$120K +,Blue,41,6,4,2,17800.0,850,16567.0,0.416,3641,73,0.65,0.051,0.00024957,0.99975
3522,Existing Customer,32,F,1,Graduate,Single,Less than $40K,Blue,23,4,3,1,2253.0,1719,442.0,0.661,4507,80,0.518,0.826,9.191e-05,0.99991
3523,Existing Customer,57,F,4,Graduate,Married,$40K - $60K,Blue,45,5,3,1,3007.0,2517,1595.0,0.769,4121,53,0.728,0.689,0.00011377,0.99989
3524,Attrited Customer,59,M,1,Graduate,Married,$120K +,Blue,52,2,5,2,8439.0,2178,5402.0,1.057,770,26,0.757,0.288,0.99506,0.00494573
3525,Existing Customer,51,F,1,Uneducated,Married,Less than $40K,Blue,43,1,2,1,2970.0,1943,959.0,0.957,6897,92,0.722,0.652,8.663e-05,0.99991
3526,Attrited Customer,49,F,3,Uneducated,Single,$40K - $60K,Blue,42,4,4,1,2142.0,1940,364.0,0.732,2664,43,0.432,0.833,0.99117,0.00883
3527,Existing Customer,48,F,3,Doctorate,Single,Less than $40K,Blue,41,4,3,3,1992.0,1314,698.0,0.638,4403,65,0.667,0.613,0.0007829,0.99922
3528,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,31,6,1,1,14652.0,1323,13381.0,0.57,3693,74,0.825,0.122,3.32e-05,0.99997
3529,Existing Customer,40,F,3,Graduate,Single,$40K - $60K,Blue,32,6,1,2,7336.0,1658,5604.0,0.59,3873,65,0.758,0.215,5.716e-05,0.99994
3530,Existing Customer,38,M,4,College,Single,$60K - $80K,Blue,23,6,2,3,13004.0,2517,10483.0,0.821,5121,77,0.562,0.194,0.00019516,0.9998
3531,Existing Customer,63,F,2,College,Married,Less than $40K,Blue,50,5,2,1,3530.0,856,2377.0,0.483,1925,51,0.5,0.288,6.603e-05,0.99994
3532,Attrited Customer,45,M,4,Doctorate,Single,$60K - $80K,Blue,43,1,5,4,7273.0,0,6944.0,1.021,8960,70,0.852,0.0,0.99833,0.00167592
3533,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,48,2,6,2,1869.0,0,1896.0,0.858,2891,35,0.373,0.0,0.99431,0.00569
3534,Existing Customer,50,F,2,College,Single,$40K - $60K,Blue,36,2,1,2,7304.0,1759,5607.0,0.677,14072,118,0.752,0.214,5.354e-05,0.99995
3535,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,30,4,3,3,3060.0,0,3075.0,0.786,4320,77,0.975,0.0,0.00050604,0.99959
3536,Attrited Customer,32,M,0,College,Divorced,$60K - $80K,Blue,36,6,3,4,7130.0,0,7040.0,0.691,1324,24,0.889,0.0,0.99701,0.00299835
3537,Existing Customer,41,F,5,Graduate,Married,Unknown,Blue,30,5,2,4,14735.0,1586,13034.0,0.605,3017,52,1.045,0.1,0.00033812,0.99966
3538,Existing Customer,42,M,1,College,Married,$60K - $80K,Blue,36,5,2,4,10234.0,1189,9600.0,0.312,4478,56,0.56,0.144,0.00036413,0.99964
3539,Existing Customer,44,F,4,Unknown,Single,Less than $40K,Blue,30,6,2,4,4962.0,0,4764.0,0.973,4454,80,0.639,0.0,0.00024673,0.99975
3540,Existing Customer,58,M,0,Uneducated,Single,$60K - $80K,Blue,42,1,3,1,4767.0,749,3968.0,0.645,15250,120,0.789,0.217,0.00011171,0.99989
3541,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Silver,36,5,2,5,34516.0,2406,32411.0,0.677,4048,82,0.753,0.068,0.00058165,0.99942
3542,Existing Customer,29,M,0,Graduate,Single,Less than $40K,Silver,19,1,2,3,10624.0,1453,8216.0,0.906,15082,121,0.564,0.122,0.00015984,0.99984
3543,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,38,5,1,4,2923.0,2167,141.0,0.722,2546,42,0.455,0.936,0.99436,0.00564
3544,Existing Customer,46,M,3,Unknown,Married,$60K - $80K,Blue,39,6,6,3,23301.0,2517,21079.0,0.472,1582,32,0.285,0.17,0.00024234,0.99976
3545,Existing Customer,49,M,4,Graduate,Divorced,Less than $40K,Blue,38,5,2,0,3878.0,0,3878.0,1.288,3298,56,0.937,0.0,4.483e-05,0.99996
3546,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,37,6,2,1,3389.0,1266,3209.0,0.7,4773,71,0.694,0.321,7.323e-05,0.99993
3547,Existing Customer,50,F,3,Graduate,Married,Unknown,Blue,47,4,3,2,3696.0,0,3781.0,0.687,4923,65,0.865,0.0,0.00018665,0.99981
3548,Existing Customer,43,F,1,Graduate,Married,Less than $40K,Blue,34,4,6,3,3870.0,1543,2448.0,0.871,4635,54,0.771,0.345,0.00028999,0.99971
3549,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,47,4,3,3,3324.0,2326,468.0,0.8,4863,78,1.0,0.896,0.0003139,0.99969
3550,Existing Customer,39,M,0,Graduate,Married,$60K - $80K,Blue,36,3,3,2,1710.0,719,1029.0,0.353,1955,52,0.4,0.493,0.00016435,0.99984
3551,Existing Customer,59,F,1,Uneducated,Single,Less than $40K,Blue,47,4,2,4,2048.0,1728,463.0,1.014,3034,69,0.804,0.765,0.00029811,0.9997
3552,Attrited Customer,43,F,3,College,Single,Less than $40K,Blue,36,1,3,4,3089.0,973,2083.0,0.684,2291,48,0.76,0.399,0.99802,0.00198051
3553,Existing Customer,49,M,4,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,6210.0,1316,5210.0,0.915,3099,73,0.864,0.218,0.00032695,0.99967
3554,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,35,1,2,2,8201.0,1650,7271.0,0.834,7467,87,0.973,0.246,0.00011482,0.99989
3555,Attrited Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,44,5,3,2,1438.3,0,1438.3,0.694,2559,56,0.233,0.0,0.99497,0.00503
3556,Existing Customer,53,M,4,Doctorate,Married,$80K - $120K,Blue,42,2,1,1,32762.0,0,32912.0,0.861,13301,95,0.909,0.0,6.78e-05,0.99994
